Satisfaction Score,Churn Value,Churn Score,CLTV,Employee Related Cancellation,Product/Service Related Cancellation,Competitor Cancellation,Price Cancellation,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Age,Number of Dependents,City,Zip Code,Churn Category_Competitor,Churn Category_Did Not Churn,Churn Category_Dissatisfaction,Churn Category_Other,Churn Category_Price,Churn Reason_Attitude of support person,Churn Reason_Competitor had better devices,Churn Reason_Competitor made better offer,Churn Reason_Competitor offered higher download speeds,Churn Reason_Competitor offered more data,Churn Reason_Deceased,Churn Reason_Did Not Churn,Churn Reason_Don't know,Churn Reason_Extra data charges,Churn Reason_Lack of affordable download/upload speed,Churn Reason_Lack of self-service on Website,Churn Reason_Limited range of services,Churn Reason_Long distance charges,Churn Reason_Moved,Churn Reason_Network reliability,Churn Reason_Poor expertise of online support,Churn Reason_Poor expertise of phone support,Churn Reason_Price too high,Churn Reason_Product dissatisfaction,Churn Reason_Service dissatisfaction,Referred a Friend_Yes,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Offer_Unknown/None,Phone Service_Yes,Multiple Lines_Yes,Internet Service_Yes,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_None,Online Security_Yes,Online Backup_Yes,Device Protection Plan_Yes,Premium Tech Support_Yes,Streaming TV_Yes,Streaming Movies_Yes,Streaming Music_Yes,Unlimited Data_Yes,Contract_One Year,Contract_Two Year,Paperless Billing_Yes,Payment Method_Credit Card,Payment Method_Mailed Check,Gender_Male,Under 30_Yes,Senior Citizen_Yes,Married_Yes,Dependents_Yes
3,1,87,5508,0,0,1,0,1,17,28.18,16,100.45,1622.45,0.0,0,479.06,2101.51,74,0,12,95030,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0
3,1,96,4687,1,0,0,0,1,39,33.25,26,105.65,4284.8,0.0,0,1296.75,5581.55,65,0,112,95128,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0
3,1,82,4553,0,0,1,0,5,11,17.25,27,104.05,1133.65,0.0,0,189.75,1323.4,73,0,112,95135,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0
2,1,89,3834,1,0,0,0,1,3,3.29,9,80.4,224.05,0.0,0,9.87,233.92,74,0,4,95232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
1,1,70,4716,0,0,1,0,0,21,34.62,14,60.05,1236.15,0.0,0,727.02,1963.17,80,0,4,95310,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
2,1,96,5913,0,0,0,0,0,16,38.75,16,96.15,1529.2,0.0,0,620.0,2149.2,76,0,51,92027,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0
2,1,90,3180,0,0,1,0,0,46,6.13,30,95.25,4424.2,0.0,0,281.98,4706.18,73,0,17,90712,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0
1,1,69,5651,0,0,1,0,1,68,24.13,24,89.6,6127.6,0.0,0,1640.84,7768.44,70,0,4,95439,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
2,1,89,3077,0,1,0,0,1,7,13.63,27,89.5,676.7,0.0,0,95.41,772.11,75,0,4,95464,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0
1,1,83,4981,0,0,1,0,1,15,45.25,22,85.6,1345.55,0.0,0,678.75,2024.3,74,0,4,95511,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0
3,1,81,2508,0,1,0,0,0,16,19.18,22,86.6,1281.0,0.0,0,306.88,1587.88,76,0,4,95524,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
2,1,75,4371,1,0,0,0,0,1,29.68,18,69.25,69.25,0.0,0,29.68,98.93,75,0,4,95551,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,1,67,5688,0,0,1,0,0,1,0.0,5,25.2,25.2,0.0,0,0.0,25.2,74,0,4,95562,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,1,90,2230,0,0,1,0,0,13,19.03,24,95.05,1290.0,0.0,0,247.39,1537.39,73,0,8,95618,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0
3,1,76,4363,0,0,1,0,0,1,20.06,24,79.2,79.2,0.0,0,20.06,99.26,69,0,4,95630,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,1,88,3369,0,0,1,0,1,34,2.88,4,94.25,3217.55,0.0,0,97.92,3315.4700000000003,75,0,4,95653,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
1,1,89,2268,0,0,1,0,0,4,12.68,10,99.8,442.85,0.0,0,50.72,493.5700000000001,65,0,4,95668,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0
3,1,72,4193,1,0,0,0,0,2,19.27,18,93.85,170.85,0.0,0,38.54,209.39,77,0,4,95681,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0
2,1,83,5745,1,0,0,0,0,9,30.8,18,84.4,732.5,0.0,0,277.2,1009.7,67,0,4,95692,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0
1,1,90,4028,0,0,1,0,0,5,42.33,9,75.55,349.65,0.0,0,211.65,561.3,78,0,8,95742,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
1,1,93,4458,0,0,1,0,0,22,40.18,8,96.7,2082.95,0.0,100,883.96,3066.91,65,0,4,95923,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0
1,1,69,5683,0,0,1,0,0,19,39.97,9,88.2,1775.8,0.0,0,759.43,2535.23,74,0,4,95935,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
3,1,96,2099,1,0,0,0,0,15,46.38,19,75.65,1146.65,0.0,0,695.7,1842.35,70,0,4,95942,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
1,1,88,3348,0,0,1,0,0,1,11.34,20,74.7,74.7,0.0,0,11.34,86.04,69,0,8,95949,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
1,1,90,3884,0,0,1,0,0,1,0.0,26,25.8,25.8,0.0,20,0.0,45.8,76,0,4,95959,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,1,75,5353,0,0,1,0,0,10,41.37,14,95.35,898.35,0.0,0,413.7,1312.05,71,0,51,92027,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0
3,1,77,4145,0,0,1,0,0,3,30.14,6,45.0,127.1,0.0,10,90.42,227.52,76,0,43,92028,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,1,69,5374,0,0,1,0,1,12,6.97,19,80.45,950.2,0.0,0,83.64,1033.84,77,0,4,96052,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0
2,1,81,2803,0,0,1,0,0,2,6.51,11,74.7,165.4,0.0,0,13.02,178.42000000000002,74,0,4,96073,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
1,1,91,3106,0,0,1,0,0,1,49.6,20,88.8,88.8,0.0,10,49.6,148.4,77,0,4,96084,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
1,1,82,3861,0,0,1,0,1,13,1.47,5,89.05,1169.35,0.0,0,19.11,1188.4599999999998,76,0,285,92130,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0
2,1,95,2740,0,0,1,0,0,23,31.17,23,94.75,2293.6,0.0,0,716.9100000000001,3010.51,77,0,285,92130,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0
1,1,90,3209,0,0,1,0,1,17,36.82,6,85.35,1463.45,0.0,0,625.94,2089.3900000000003,80,0,285,92130,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
1,1,93,3797,0,0,1,0,0,17,40.93,2,45.05,770.6,0.0,0,695.81,1466.41,68,0,285,92130,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
2,1,90,4871,0,0,1,0,0,42,9.53,17,84.65,3541.35,0.0,0,400.26,3941.61,79,0,285,92130,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
3,1,92,5001,0,0,1,0,0,1,42.3,16,79.1,79.1,0.0,0,42.3,121.4,65,0,285,92130,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0
2,1,91,3438,0,0,1,0,0,1,39.78,12,50.15,50.15,0.0,0,39.78,89.93,68,0,285,92121,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
1,1,96,3438,0,0,1,0,0,1,34.51,15,69.6,69.6,0.0,0,34.51,104.11,72,0,5,90254,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,1,89,3380,1,0,0,0,0,41,27.95,23,113.2,4689.5,0.0,0,1145.95,5835.45,66,0,10,90620,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0
1,1,76,5394,0,0,1,0,0,13,26.11,4,90.5,1201.15,29.84,140,339.43,1650.7400000000002,68,0,10,90621,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0
1,1,94,4584,1,0,0,0,1,32,5.99,23,85.0,2642.05,49.57,0,191.68,2784.16,69,0,60,90813,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0
1,1,75,2712,0,0,1,0,1,32,49.6,10,85.3,2661.1,0.0,0,1587.2,4248.3,76,0,5,91030,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0
2,1,82,5172,1,0,0,0,1,57,0.0,3,44.85,2572.95,12.07,0,0.0,2560.88,70,0,40,91202,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0
2,1,79,4499,1,0,0,0,0,1,15.28,14,45.1,45.1,0.0,0,15.28,60.38,71,0,40,91204,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
3,1,91,4972,1,0,0,0,0,1,0.0,26,43.3,43.3,0.0,0,0.0,43.3,75,0,5,91335,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
1,1,75,3110,1,0,0,0,0,38,26.1,27,57.15,2250.65,0.0,0,991.8,3242.4500000000003,67,0,5,91342,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
1,1,81,4745,1,0,0,0,1,35,15.98,22,100.5,3653.35,0.0,0,559.3000000000001,4212.65,65,0,25,91502,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0
1,1,70,2740,0,0,1,0,0,1,15.24,14,45.1,45.1,0.0,0,15.24,60.34,80,0,20,91606,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3,1,83,4795,1,0,0,0,1,30,4.65,29,50.4,1527.5,0.0,0,139.5,1667.0,71,0,5,91710,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0
3,1,65,4054,1,0,0,0,0,5,12.27,20,78.95,378.4,0.0,0,61.35,439.75,70,0,5,91711,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
1,1,81,5536,0,0,1,0,0,1,30.17,6,93.55,93.55,0.0,0,30.17,123.72,73,0,285,92117,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0
1,1,91,4739,0,0,1,0,1,58,49.38,19,108.85,6287.25,0.0,0,2864.04,9151.29,78,0,285,92117,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0
2,1,91,5136,1,0,0,0,0,16,17.51,7,84.75,1350.15,0.0,0,280.16,1630.3100000000002,76,0,285,92117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
2,1,94,3208,0,0,1,0,0,1,22.5,27,69.95,69.95,0.0,10,22.5,102.45,73,0,285,92117,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,1,91,4287,0,0,1,0,1,5,47.28,11,81.0,371.65,40.64,10,236.4,577.41,68,0,285,92122,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
1,1,87,4317,0,1,0,0,0,21,42.27,7,96.8,2030.3,10.2,0,887.6700000000001,2907.77,79,0,5,92239,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0
1,1,86,2833,0,0,1,0,0,43,31.83,10,108.15,4600.7,0.0,0,1368.6899999999998,5969.389999999999,67,0,51,92027,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0
3,1,90,5247,0,0,1,0,1,32,33.74,6,93.2,2931.0,17.88,0,1079.68,3992.8,69,0,43,92028,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0
3,1,82,2146,1,0,0,0,0,1,18.2,13,70.55,70.55,0.0,0,18.2,88.75,72,0,4,92397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3,1,72,5137,1,0,0,0,1,29,25.78,28,98.5,3004.15,37.55,40,747.62,3754.22,75,0,16,92555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0
1,1,90,2982,0,0,1,0,1,13,31.7,6,95.25,1233.65,48.09,0,412.1,1597.66,67,0,8,92563,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0
3,1,96,4969,1,0,0,0,1,7,8.92,17,74.4,527.9,32.46,0,62.44,557.88,72,0,4,92567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0
1,1,80,3685,0,0,1,0,0,2,21.57,28,88.55,179.25,0.0,0,43.14,222.39,68,0,28,92606,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0
3,1,71,2371,1,0,0,0,0,1,43.61,2,91.3,91.3,0.0,0,43.61,134.91,68,0,4,92625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0
2,1,83,3669,1,0,0,0,1,7,16.05,22,70.1,467.55,20.23,0,112.35,559.67,75,0,4,92655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0
2,1,86,6259,1,0,0,0,1,57,49.91,21,95.25,5427.05,12.59,0,2844.87,8259.33,74,0,16,92661,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0
1,1,65,3128,1,0,0,0,4,1,17.35,23,100.8,100.8,0.0,0,17.35,118.15,78,0,16,92663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0
1,1,92,3266,0,0,1,0,2,17,1.05,8,76.45,1233.4,0.0,0,17.85,1251.25,66,0,24,92706,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0
2,1,70,3561,1,0,0,0,0,3,18.38,20,86.85,220.95,0.0,0,55.14,276.09,73,0,4,93022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,1,96,4479,0,0,1,0,1,66,28.86,25,99.5,6822.15,0.0,0,1904.76,8726.91,79,0,28,93101,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0
3,1,73,4708,1,0,0,0,1,69,48.88,4,108.4,7318.2,0.0,0,3372.7200000000003,10690.92,69,0,28,93110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0
3,1,70,2596,0,0,1,0,2,15,44.13,3,83.05,1258.3,0.0,110,661.95,2030.25,65,0,38,92592,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3,1,93,5605,1,0,0,0,0,56,34.58,4,104.75,5510.65,0.0,0,1936.48,7447.129999999999,68,0,4,93270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0
2,1,73,4819,0,0,1,0,0,21,21.15,9,94.25,1973.75,0.0,0,444.15,2417.9,79,0,38,92592,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0
2,1,71,2825,0,0,1,0,0,1,47.97,8,70.15,70.15,0.0,0,47.97,118.12,80,0,4,93426,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
2,1,65,4113,0,0,0,0,3,32,7.92,3,106.35,3520.75,0.0,0,253.44,3774.19,77,0,4,93444,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0
1,1,95,5676,0,0,1,0,1,40,49.5,20,94.55,3640.45,0.0,0,1980.0,5620.45,65,0,4,93541,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0
